"","Offspring","Date","Order","BirdID","Cohort"
"698",0,"4/11/2010",3,350,2010
"699",3,"4/11/2010",1,437,2010
"700",3,"4/11/2010",1,437,2010
"701",0,"4/11/2010",2,508,2010
"702",0,"4/11/2010",2,508,2010
"703",3,"4/11/2010",1,517,2010
"704",3,"4/11/2010",1,517,2010
"705",2,"5/11/2010",2,12,2010
"706",2,"5/11/2010",2,12,2010
"707",1,"5/11/2010",3,99,2010
"708",1,"5/11/2010",3,99,2010
"709",1,"5/11/2010",2,190,2010
"710",1,"5/11/2010",2,190,2010
"711",1,"6/11/2010",2,142,2010
"712",1,"6/11/2010",2,142,2010
"713",0,"6/11/2010",3,190,2010
"714",0,"6/11/2010",3,190,2010
"715",0,"6/11/2010",2,241,2010
"716",0,"6/11/2010",2,241,2010
"717",1,"7/11/2010",3,600,2010
"718",1,"7/11/2010",3,600,2010
"719",1,"7/11/2010",2,625,2010
"720",1,"7/11/2010",2,625,2010
"721",0,"7/11/2010",3,657,2010
"722",0,"7/11/2010",3,657,2010
"723",0,"8/11/2010",2,621,2010
"724",0,"8/11/2010",2,621,2010
"725",3,"9/11/2010",3,45,2010
"726",3,"9/11/2010",3,45,2010
"727",4,"9/11/2010",2,319,2010
"728",4,"9/11/2010",2,319,2010
"729",0,"9/11/2010",1,409,2010
"730",0,"9/11/2010",1,409,2010
"731",2,"10/11/2010",2,35,2010
"732",2,"10/11/2010",2,35,2010
"733",3,"10/11/2010",3,199,2010
"734",3,"10/11/2010",3,199,2010
"735",2,"10/11/2010",1,479,2010
"736",2,"10/11/2010",1,479,2010
"737",2,"10/11/2010",3,508,2010
"738",2,"10/11/2010",3,508,2010
"739",0,"10/11/2010",3,637,2010
"740",0,"10/11/2010",3,637,2010
"741",0,"12/11/2010",1,87,2010
"742",0,"12/11/2010",1,87,2010
"743",1,"12/11/2010",1,448,2010
"744",1,"12/11/2010",1,448,2010
"745",0,"12/11/2010",2,565,2010
"746",0,"12/11/2010",2,565,2010
"747",0,"12/11/2010",2,583,2010
"748",0,"12/11/2010",2,583,2010
"749",2,"12/11/2010",1,671,2010
"750",2,"12/11/2010",1,671,2010
"751",3,"13/11/2010",2,19,2010
"752",3,"13/11/2010",2,19,2010
"753",2,"13/11/2010",1,51,2010
"754",2,"13/11/2010",1,51,2010
"755",0,"13/11/2010",2,223,2010
"756",0,"13/11/2010",2,223,2010
"757",0,"14/11/2010",2,71,2010
"758",0,"14/11/2010",2,71,2010
"759",1,"14/11/2010",2,162,2010
"760",1,"14/11/2010",2,162,2010
"761",1,"14/11/2010",5,180,2010
"762",1,"14/11/2010",5,180,2010
"763",1,"15/11/2010",5,5,2010
"764",1,"15/11/2010",5,5,2010
"765",3,"15/11/2010",3,113,2010
"766",3,"15/11/2010",3,113,2010
"767",2,"15/11/2010",2,392,2010
"768",2,"15/11/2010",2,392,2010
"769",0,"15/11/2010",2,437,2010
"770",0,"15/11/2010",2,437,2010
"771",1,"15/11/2010",4,612,2010
"772",1,"15/11/2010",4,612,2010
"773",0,"16/11/2010",3,12,2010
"774",0,"16/11/2010",3,12,2010
"775",1,"16/11/2010",3,19,2010
"776",1,"16/11/2010",3,19,2010
"777",4,"16/11/2010",3,35,2010
"778",4,"16/11/2010",3,35,2010
"779",3,"16/11/2010",2,185,2010
"780",3,"16/11/2010",2,185,2010
"781",1,"16/11/2010",2,435,2010
"782",1,"16/11/2010",2,435,2010
"783",3,"16/11/2010",4,600,2010
"784",3,"16/11/2010",4,600,2010
"785",0,"18/11/2010",2,136,2010
"786",0,"18/11/2010",2,136,2010
"787",1,"18/11/2010",2,256,2010
"788",1,"18/11/2010",2,256,2010
"789",0,"18/11/2010",2,606,2010
"790",0,"18/11/2010",2,606,2010
"791",0,"18/11/2010",3,645,2010
"792",0,"18/11/2010",3,645,2010
"793",0,"19/11/2010",2,118,2010
"794",0,"19/11/2010",2,118,2010
"795",2,"19/11/2010",2,310,2010
"796",2,"19/11/2010",2,310,2010
"797",0,"20/11/2010",3,136,2010
"798",0,"20/11/2010",3,136,2010
"799",1,"21/11/2010",4,79,2010
"800",1,"21/11/2010",4,79,2010
"801",3,"21/11/2010",1,395,2010
"802",3,"21/11/2010",1,395,2010
"803",3,"21/11/2010",6,597,2010
"804",3,"21/11/2010",6,597,2010
"805",1,"21/11/2010",1,675,2010
"806",1,"21/11/2010",1,675,2010
"807",0,"22/11/2010",3,364,2010
"808",0,"22/11/2010",3,364,2010
"809",0,"23/11/2010",3,241,2010
"810",0,"23/11/2010",3,241,2010
"811",3,"23/11/2010",2,308,2010
"812",3,"23/11/2010",2,308,2010
"813",2,"23/11/2010",3,405,2010
"814",2,"23/11/2010",3,405,2010
"815",0,"23/11/2010",3,565,2010
"816",0,"23/11/2010",3,565,2010
"817",1,"24/11/2010",4,703,2010
"818",1,"24/11/2010",4,703,2010
"819",1,"25/11/2010",2,141,2010
"820",1,"25/11/2010",2,141,2010
"821",0,"25/11/2010",2,226,2010
"822",0,"25/11/2010",2,226,2010
"823",0,"25/11/2010",3,301,2010
"824",0,"25/11/2010",3,301,2010
"825",0,"25/11/2010",4,364,2010
"826",0,"25/11/2010",4,364,2010
"827",0,"25/11/2010",3,609,2010
"828",0,"25/11/2010",3,609,2010
"829",2,"26/11/2010",2,55,2010
"830",2,"26/11/2010",2,55,2010
"831",2,"26/11/2010",6,180,2010
"832",2,"26/11/2010",6,180,2010
"833",1,"27/11/2010",4,350,2010
"834",1,"27/11/2010",4,350,2010
"835",1,"27/11/2010",1,449,2010
"836",1,"27/11/2010",1,449,2010
"837",2,"28/11/2010",2,51,2010
"838",2,"28/11/2010",2,51,2010
"839",1,"28/11/2010",2,120,2010
"840",1,"28/11/2010",2,120,2010
"841",3,"28/11/2010",3,234,2010
"842",3,"28/11/2010",3,234,2010
"843",3,"28/11/2010",2,272,2010
"844",3,"28/11/2010",2,272,2010
"845",3,"29/11/2010",3,71,2010
"846",3,"29/11/2010",3,71,2010
"847",0,"29/11/2010",2,87,2010
"848",0,"29/11/2010",2,87,2010
"849",3,"29/11/2010",2,448,2010
"850",3,"29/11/2010",2,448,2010
"851",0,"30/11/2010",2,438,2010
"852",0,"30/11/2010",2,438,2010
"853",1,"30/11/2010",2,569,2010
"854",1,"30/11/2010",2,569,2010
"855",1,"30/11/2010",2,607,2010
"856",1,"30/11/2010",2,607,2010
"857",0,"30/11/2010",4,637,2010
"858",0,"30/11/2010",4,637,2010
"859",0,"1/12/2010",3,162,2010
"860",0,"2/12/2010",3,17,2010
"861",0,"2/12/2010",2,152,2010
"862",2,"2/12/2010",2,468,2010
"863",2,"4/12/2010",2,479,2010
"864",3,"6/12/2010",3,142,2010
"865",3,"7/12/2010",1,23,2010
"866",1,"7/12/2010",4,45,2010
"867",2,"7/12/2010",2,671,2010
"868",2,"7/12/2010",1,689,2010
"869",1,"8/12/2010",3,583,2010
"870",0,"9/12/2010",3,226,2010
"871",2,"9/12/2010",3,621,2010
"872",3,"10/12/2010",4,241,2010
"873",3,"10/12/2010",3,341,2010
"874",0,"10/12/2010",4,657,2010
"875",1,"11/12/2010",4,190,2010
"876",1,"11/12/2010",2,517,2010
"877",3,"12/12/2010",2,522,2010
"878",3,"12/12/2010",3,569,2010
"879",0,"12/12/2010",1,670,2010
"880",1,"13/12/2010",4,12,2010
"881",0,"13/12/2010",2,69,2010
"882",2,"13/12/2010",3,87,2010
"883",3,"13/12/2010",3,310,2010
"884",3,"13/12/2010",4,429,2010
"885",3,"13/12/2010",5,600,2010
"886",0,"14/12/2010",4,508,2010
"887",1,"15/12/2010",3,308,2010
"888",0,"15/12/2010",3,435,2010
"889",3,"15/12/2010",4,645,2010
"890",1,"15/12/2010",3,673,2010
"891",0,"16/12/2010",6,5,2010
"892",0,"16/12/2010",3,185,2010
"893",3,"16/12/2010",1,291,2010
"894",0,"16/12/2010",3,438,2010
"895",2,"17/12/2010",5,50,2010
"896",3,"17/12/2010",4,310,2010
"897",0,"17/12/2010",3,468,2010
"898",3,"17/12/2010",4,569,2010
"899",3,"18/12/2010",4,113,2010
"900",0,"18/12/2010",5,364,2010
"901",2,"18/12/2010",4,405,2010
"902",2,"19/12/2010",5,79,2010
"903",1,"19/12/2010",4,301,2010
"904",3,"19/12/2010",2,409,2010
"905",0,"19/12/2010",2,446,2010
"906",0,"19/12/2010",7,597,2010
"907",2,"20/12/2010",3,437,2010
"908",1,"20/12/2010",2,528,2010
"909",0,"21/12/2010",3,55,2010
"910",2,"21/12/2010",3,118,2010
"911",0,"21/12/2010",4,565,2010
"912",1,"21/12/2010",4,609,2010
"913",3,"22/12/2010",4,142,2010
"914",3,"22/12/2010",4,199,2010
"915",0,"22/12/2010",3,625,2010
"916",3,"23/12/2010",3,223,2010
"917",3,"24/12/2010",4,87,2010
"918",1,"24/12/2010",1,280,2010
"919",2,"25/12/2010",3,51,2010
"920",0,"25/12/2010",3,69,2010
"921",0,"25/12/2010",3,120,2010
"922",1,"26/12/2010",5,87,2010
"923",1,"26/12/2010",4,234,2010
"924",0,"27/12/2010",4,435,2010
"925",0,"27/12/2010",5,637,2010
"926",2,"28/12/2010",4,99,2010
"927",3,"28/12/2010",3,272,2010
"928",1,"28/12/2010",3,607,2010
"929",1,"29/12/2010",4,51,2010
"930",0,"29/12/2010",4,438,2010
"931",0,"31/12/2010",8,597,2010
"932",1,"1/01/2011",4,71,2010
"933",1,"1/01/2011",3,141,2010
"934",3,"2/01/2011",3,319,2010
"935",4,"5/01/2011",2,395,2010
"936",1,"5/01/2011",5,438,2010
"937",2,"5/01/2011",3,479,2010
"938",1,"9/01/2011",4,69,2010
"939",2,"9/01/2011",4,136,2010
"940",1,"10/01/2011",6,50,2010
"941",4,"10/01/2011",5,142,2010
"942",1,"10/01/2011",5,350,2010
"943",4,"10/01/2011",5,569,2010
"944",3,"11/01/2011",5,429,2010
"945",2,"11/01/2011",3,606,2010
"946",0,"11/01/2011",5,657,2010
"947",1,"11/01/2011",3,671,2010
"948",4,"12/01/2011",2,291,2010
"949",1,"12/01/2011",4,308,2010
"950",1,"12/01/2011",5,508,2010
"951",3,"13/01/2011",5,12,2010
"952",0,"13/01/2011",0,169,2010
"953",0,"13/01/2011",3,522,2010
"954",3,"13/01/2011",4,607,2010
"955",1,"14/01/2011",6,79,2010
"956",2,"14/01/2011",7,79,2010
"957",3,"14/01/2011",5,234,2010
"958",0,"14/01/2011",4,522,2010
"959",3,"14/01/2011",4,621,2010
"960",3,"14/01/2011",2,689,2010
"961",1,"14/01/2011",5,703,2010
"962",1,"15/01/2011",5,565,2010
"963",3,"15/01/2011",5,609,2010
"964",0,"16/01/2011",9,597,2010
"965",2,"16/01/2011",2,670,2010
"966",0,"18/01/2011",4,625,2010
"967",1,"21/01/2011",3,409,2010
"968",3,"22/01/2011",6,142,2010
"969",2,"22/01/2011",4,185,2010
"970",3,"22/01/2011",3,395,2010
"971",0,"25/01/2011",5,435,2010
"972",0,"26/01/2011",4,17,2010
"973",3,"26/01/2011",5,310,2010
"974",2,"27/01/2011",7,50,2010
"975",0,"28/01/2011",4,55,2010
"976",4,"28/01/2011",3,291,2010
"977",3,"29/01/2011",6,600,2010
"978",3,"30/01/2011",5,301,2010
"979",3,"31/01/2011",5,621,2010
"980",3,"1/02/2011",5,17,2010
"981",1,"1/02/2011",4,479,2010
"982",4,"2/02/2011",4,291,2010
"983",2,"7/02/2011",6,657,2010
"984",2,"8/02/2011",8,79,2010
"985",1,"8/02/2011",5,645,2010
"986",0,"9/02/2011",6,234,2010
"987",3,"9/02/2011",6,435,2010
"988",2,"9/02/2011",4,606,2010
"989",1,"10/02/2011",5,522,2010
"990",1,"12/02/2011",5,607,2010
"991",4,"13/02/2011",6,569,2010
"992",3,"13/02/2011",6,621,2010
"993",3,"14/02/2011",5,308,2010
"994",3,"14/02/2011",6,508,2010
"995",0,"15/02/2011",4,141,2010
"996",4,"15/02/2011",4,341,2010
"997",3,"16/02/2011",2,23,2010
"998",0,"16/02/2011",6,565,2010
"999",1,"17/02/2011",7,5,2010
"1000",2,"25/02/2011",7,508,2010
"1001",1,"3/03/2011",8,5,2010
"1002",3,"3/03/2011",6,609,2010
"1003",3,"28/09/2011",1,405,2011
"1004",3,"28/09/2011",1,448,2011
"1005",0,"29/09/2011",1,645,2011
"1006",2,"1/10/2011",1,272,2011
"1007",0,"2/10/2011",1,657,2011
"1008",0,"5/10/2011",1,12,2011
"1009",2,"5/10/2011",1,569,2011
"1010",0,"6/10/2011",1,5,2011
"1011",0,"6/10/2011",1,17,2011
"1012",3,"7/10/2011",1,310,2011
"1013",0,"8/10/2011",1,435,2011
"1014",0,"9/10/2011",1,565,2011
"1015",3,"14/10/2011",1,51,2011
"1016",0,"14/10/2011",1,409,2011
"1017",4,"14/10/2011",2,645,2011
"1018",0,"17/10/2011",1,522,2011
"1019",0,"18/10/2011",1,234,2011
"1020",0,"18/10/2011",1,541,2011
"1021",0,"19/10/2011",2,17,2011
"1022",0,"19/10/2011",1,87,2011
"1023",3,"19/10/2011",1,325,2011
"1024",1,"19/10/2011",1,607,2011
"1025",0,"19/10/2011",3,645,2011
"1026",0,"20/10/2011",1,136,2011
"1027",3,"20/10/2011",1,177,2011
"1028",1,"20/10/2011",2,405,2011
"1029",1,"20/10/2011",1,673,2011
"1030",2,"22/10/2011",1,223,2011
"1031",2,"22/10/2011",1,451,2011
"1032",0,"22/10/2011",1,508,2011
"1033",3,"22/10/2011",1,512,2011
"1034",0,"22/10/2011",1,517,2011
"1035",2,"23/10/2011",1,142,2011
"1036",0,"23/10/2011",2,272,2011
"1037",1,"23/10/2011",1,485,2011
"1038",0,"24/10/2011",1,55,2011
"1039",0,"24/10/2011",1,97,2011
"1040",3,"24/10/2011",1,296,2011
"1041",0,"25/10/2011",1,249,2011
"1042",2,"25/10/2011",1,347,2011
"1043",1,"25/10/2011",2,409,2011
"1044",0,"25/10/2011",1,429,2011
"1045",1,"25/10/2011",1,649,2011
"1046",1,"25/10/2011",1,651,2011
"1047",1,"26/10/2011",1,245,2011
"1048",1,"26/10/2011",1,291,2011
"1049",1,"26/10/2011",1,689,2011
"1050",0,"27/10/2011",1,154,2011
"1051",1,"27/10/2011",1,438,2011
"1052",3,"27/10/2011",2,448,2011
"1053",1,"28/10/2011",1,33,2011
"1054",0,"28/10/2011",1,494,2011
"1055",0,"28/10/2011",1,583,2011
"1056",2,"28/10/2011",1,675,2011
"1057",1,"30/10/2011",1,71,2011
"1058",1,"1/11/2011",2,291,2011
"1059",0,"1/11/2011",2,657,2011
"1060",0,"1/11/2011",1,678,2011
"1061",3,"2/11/2011",1,278,2011
"1062",0,"2/11/2011",1,523,2011
"1063",0,"2/11/2011",1,594,2011
"1064",0,"3/11/2011",1,277,2011
"1065",0,"3/11/2011",1,290,2011
"1066",0,"3/11/2011",3,409,2011
"1067",3,"4/11/2011",1,218,2011
"1068",1,"4/11/2011",1,602,2011
"1069",1,"6/11/2011",2,87,2011
"1070",2,"6/11/2011",2,322,2011
"1071",0,"7/11/2011",1,210,2011
"1072",2,"7/11/2011",2,245,2011
"1073",1,"7/11/2011",1,507,2011
"1074",0,"7/11/2011",1,532,2011
"1075",0,"8/11/2011",2,5,2011
"1076",3,"8/11/2011",1,614,2011
"1077",0,"9/11/2011",3,87,2011
"1078",0,"9/11/2011",2,438,2011
"1079",0,"10/11/2011",3,17,2011
"1080",1,"10/11/2011",1,479,2011
"1081",1,"10/11/2011",2,485,2011
"1082",2,"11/11/2011",1,237,2011
"1083",1,"11/11/2011",2,310,2011
"1084",0,"11/11/2011",1,670,2011
"1085",2,"11/11/2011",2,673,2011
"1086",1,"12/11/2011",2,97,2011
"1087",1,"12/11/2011",2,494,2011
"1088",1,"13/11/2011",2,33,2011
"1089",1,"13/11/2011",2,512,2011
"1090",1,"13/11/2011",2,602,2011
"1091",0,"14/11/2011",1,695,2011
"1092",3,"15/11/2011",2,435,2011
"1093",0,"15/11/2011",1,550,2011
"1094",0,"16/11/2011",1,120,2011
"1095",2,"16/11/2011",1,395,2011
"1096",2,"16/11/2011",5,645,2011
"1097",3,"16/11/2011",4,645,2011
"1098",0,"17/11/2011",1,39,2011
"1099",0,"17/11/2011",1,63,2011
"1100",0,"17/11/2011",2,142,2011
"1101",1,"17/11/2011",3,272,2011
"1102",1,"17/11/2011",1,624,2011
"1103",1,"18/11/2011",1,452,2011
"1104",1,"18/11/2011",2,569,2011
"1105",3,"18/11/2011",1,682,2011
"1106",1,"19/11/2011",1,116,2011
"1107",2,"19/11/2011",2,583,2011
"1108",0,"20/11/2011",2,12,2011
"1109",0,"20/11/2011",1,23,2011
"1110",0,"20/11/2011",1,267,2011
"1111",3,"20/11/2011",1,447,2011
"1112",1,"20/11/2011",2,508,2011
"1113",1,"21/11/2011",2,624,2011
"1114",0,"23/11/2011",3,249,2011
"1115",2,"23/11/2011",1,330,2011
"1116",1,"23/11/2011",2,541,2011
"1117",1,"24/11/2011",2,263,2011
"1118",0,"24/11/2011",3,435,2011
"1119",2,"24/11/2011",2,682,2011
"1120",0,"25/11/2011",4,87,2011
"1121",0,"25/11/2011",3,97,2011
"1122",2,"26/11/2011",2,154,2011
"1123",1,"26/11/2011",2,249,2011
"1124",1,"27/11/2011",2,522,2011
"1125",0,"28/11/2011",2,223,2011
"1126",2,"28/11/2011",2,429,2011
"1127",2,"29/11/2011",3,405,2011
"1128",2,"29/11/2011",2,447,2011
"1129",1,"30/11/2011",2,237,2011
"1130",1,"30/11/2011",2,479,2011
"1131",3,"1/12/2011",3,291,2011
"1132",2,"2/12/2011",2,51,2011
"1133",0,"2/12/2011",2,523,2011
"1134",3,"3/12/2011",2,325,2011
"1135",0,"3/12/2011",2,678,2011
"1136",0,"5/12/2011",3,448,2011
"1137",4,"5/12/2011",3,678,2011
"1138",1,"6/12/2011",2,507,2011
"1139",0,"7/12/2011",3,12,2011
"1140",2,"7/12/2011",4,272,2011
"1141",3,"8/12/2011",3,657,2011
"1142",1,"8/12/2011",2,689,2011
"1143",1,"9/12/2011",3,33,2011
"1144",1,"9/12/2011",2,39,2011
"1145",1,"9/12/2011",3,322,2011
"1146",2,"9/12/2011",1,672,2011
"1147",1,"10/12/2011",3,5,2011
"1148",0,"10/12/2011",5,87,2011
"1149",0,"10/12/2011",1,471,2011
"1150",2,"10/12/2011",3,485,2011
"1151",1,"10/12/2011",2,607,2011
"1152",0,"11/12/2011",4,12,2011
"1153",1,"11/12/2011",1,138,2011
"1154",2,"11/12/2011",3,263,2011
"1155",2,"11/12/2011",1,378,2011
"1156",4,"11/12/2011",1,391,2011
"1157",0,"11/12/2011",3,479,2011
"1158",3,"11/12/2011",2,517,2011
"1159",0,"12/12/2011",4,5,2011
"1160",0,"12/12/2011",3,682,2011
"1161",3,"13/12/2011",2,71,2011
"1162",1,"13/12/2011",2,217,2011
"1163",1,"13/12/2011",3,508,2011
"1164",2,"13/12/2011",3,689,2011
"1165",1,"14/12/2011",2,55,2011
"1166",3,"14/12/2011",5,448,2011
"1167",3,"14/12/2011",6,645,2011
"1168",0,"14/12/2011",2,651,2011
"1169",2,"15/12/2011",3,438,2011
"1170",1,"16/12/2011",3,602,2011
"1171",3,"16/12/2011",2,614,2011
"1172",3,"16/12/2011",4,657,2011
"1173",3,"17/12/2011",4,448,2011
"1174",1,"17/12/2011",1,590,2011
"1175",2,"17/12/2011",2,594,2011
"1176",3,"18/12/2011",3,237,2011
"1177",4,"18/12/2011",5,272,2011
"1178",3,"18/12/2011",2,278,2011
"1179",1,"18/12/2011",1,526,2011
"1180",1,"21/12/2011",2,395,2011
"1181",4,"21/12/2011",4,435,2011
"1182",3,"21/12/2011",3,569,2011
"1183",3,"21/12/2011",5,657,2011
"1184",2,"21/12/2011",2,672,2011
"1185",0,"22/12/2011",2,138,2011
"1186",1,"22/12/2011",3,507,2011
"1187",0,"23/12/2011",2,451,2011
"1188",0,"24/12/2011",4,508,2011
"1189",2,"25/12/2011",4,237,2011
"1190",3,"26/12/2011",2,234,2011
"1191",0,"26/12/2011",1,554,2011
"1192",2,"28/12/2011",0,48,2011
"1193",1,"28/12/2011",4,405,2011
"1194",1,"28/12/2011",4,485,2011
"1195",4,"29/12/2011",3,517,2011
"1196",0,"31/12/2011",4,33,2011
"1197",3,"1/01/2012",3,325,2011
"1198",4,"1/01/2012",2,391,2011
"1199",2,"1/01/2012",4,438,2011
"1200",3,"1/01/2012",6,657,2011
"1201",1,"2/01/2012",3,71,2011
"1202",0,"3/01/2012",6,87,2011
"1203",3,"3/01/2012",2,296,2011
"1204",1,"5/01/2012",4,325,2011
"1205",1,"5/01/2012",4,602,2011
"1206",3,"6/01/2012",2,675,2011
"1207",3,"8/01/2012",4,263,2011
"1208",4,"8/01/2012",5,435,2011
"1209",3,"8/01/2012",3,607,2011
"1210",2,"9/01/2012",5,405,2011
"1211",3,"10/01/2012",2,23,2011
"1212",3,"12/01/2012",3,522,2011
"1213",2,"14/01/2012",3,672,2011
"1214",3,"16/01/2012",4,322,2011
"1215",1,"17/01/2012",4,55,2011
"1216",1,"17/01/2012",3,523,2011
"1217",3,"18/01/2012",4,17,2011
"1218",2,"22/01/2012",3,234,2011
"1219",0,"22/01/2012",2,554,2011
"1220",4,"24/01/2012",3,391,2011
"1221",3,"24/01/2012",7,657,2011
"1222",3,"25/01/2012",3,429,2011
"1223",1,"3/02/2012",5,672,2011
"1224",4,"12/02/2012",2,109,2011
"1225",3,"16/02/2012",6,405,2011
"1226",4,"23/02/2012",6,272,2011
"1227",0,"18/09/2012",1,17,2012
"1228",3,"21/09/2012",1,569,2012
"1229",1,"23/09/2012",1,526,2012
"1230",1,"25/09/2012",1,245,2012
"1231",0,"26/09/2012",1,554,2012
"1232",1,"27/09/2012",1,97,2012
"1233",1,"27/09/2012",2,569,2012
"1234",1,"28/09/2012",1,614,2012
"1235",2,"30/09/2012",1,471,2012
"1236",2,"3/10/2012",1,522,2012
"1237",1,"3/10/2012",1,645,2012
"1238",1,"3/10/2012",1,651,2012
"1239",4,"3/10/2012",1,657,2012
"1240",1,"5/10/2012",1,592,2012
"1241",1,"6/10/2012",1,507,2012
"1242",2,"7/10/2012",1,222,2012
"1243",3,"9/10/2012",3,569,2012
"1244",0,"9/10/2012",1,594,2012
"1245",0,"10/10/2012",1,517,2012
"1246",0,"11/10/2012",1,115,2012
"1247",0,"11/10/2012",1,272,2012
"1248",2,"11/10/2012",1,607,2012
"1249",3,"12/10/2012",1,51,2012
"1250",1,"12/10/2012",1,68,2012
"1251",0,"12/10/2012",1,217,2012
"1252",2,"12/10/2012",1,243,2012
"1253",3,"12/10/2012",1,448,2012
"1254",0,"12/10/2012",1,561,2012
"1255",0,"12/10/2012",1,670,2012
"1256",0,"13/10/2012",1,296,2012
"1257",1,"13/10/2012",1,532,2012
"1258",0,"14/10/2012",1,5,2012
"1259",0,"15/10/2012",1,138,2012
"1260",3,"15/10/2012",2,222,2012
"1261",1,"15/10/2012",1,395,2012
"1262",1,"15/10/2012",1,452,2012
"1263",1,"17/10/2012",1,249,2012
"1264",0,"17/10/2012",2,526,2012
"1265",0,"19/10/2012",1,424,2012
"1266",0,"19/10/2012",1,435,2012
"1267",0,"19/10/2012",1,593,2012
"1268",3,"20/10/2012",1,129,2012
"1269",0,"22/10/2012",1,12,2012
"1270",0,"22/10/2012",2,554,2012
"1271",1,"23/10/2012",2,68,2012
"1272",0,"23/10/2012",1,154,2012
"1273",2,"23/10/2012",1,234,2012
"1274",0,"24/10/2012",1,332,2012
"1275",0,"24/10/2012",1,332,2012
"1276",3,"24/10/2012",2,448,2012
"1277",3,"24/10/2012",1,675,2012
"1278",2,"25/10/2012",1,447,2012
"1279",0,"25/10/2012",1,494,2012
"1280",4,"25/10/2012",2,657,2012
"1281",4,"26/10/2012",1,489,2012
"1282",2,"26/10/2012",1,498,2012
"1283",0,"26/10/2012",2,507,2012
"1284",0,"26/10/2012",2,561,2012
"1285",1,"27/10/2012",1,191,2012
"1286",1,"27/10/2012",1,253,2012
"1287",0,"27/10/2012",2,424,2012
"1288",1,"27/10/2012",1,487,2012
"1289",1,"27/10/2012",1,584,2012
"1290",1,"28/10/2012",1,508,2012
"1291",1,"28/10/2012",1,543,2012
"1292",0,"28/10/2012",2,593,2012
"1293",0,"29/10/2012",1,376,2012
"1294",2,"30/10/2012",1,380,2012
"1295",2,"30/10/2012",1,420,2012
"1296",3,"31/10/2012",1,358,2012
"1297",0,"31/10/2012",3,507,2012
"1298",3,"31/10/2012",2,645,2012
"1299",0,"31/10/2012",1,682,2012
"1300",1,"31/10/2012",1,689,2012
"1301",0,"1/11/2012",1,546,2012
"1302",1,"2/11/2012",1,332,2012
"1303",1,"2/11/2012",1,332,2012
"1304",2,"2/11/2012",1,405,2012
"1305",1,"2/11/2012",2,532,2012
"1306",2,"2/11/2012",0,592,2012
"1307",1,"3/11/2012",2,5,2012
"1308",1,"3/11/2012",1,378,2012
"1309",1,"3/11/2012",3,526,2012
"1310",1,"4/11/2012",2,522,2012
"1311",2,"4/11/2012",2,670,2012
"1312",2,"5/11/2012",1,248,2012
"1313",0,"5/11/2012",2,471,2012
"1314",0,"5/11/2012",3,561,2012
"1315",0,"6/11/2012",2,12,2012
"1316",1,"6/11/2012",2,115,2012
"1317",4,"6/11/2012",1,220,2012
"1318",0,"6/11/2012",1,548,2012
"1319",1,"6/11/2012",1,571,2012
"1320",0,"6/11/2012",1,624,2012
"1321",1,"6/11/2012",3,645,2012
"1322",1,"6/11/2012",1,650,2012
"1323",0,"7/11/2012",2,217,2012
"1324",2,"7/11/2012",3,222,2012
"1325",2,"7/11/2012",2,447,2012
"1326",1,"8/11/2012",3,448,2012
"1327",1,"9/11/2012",2,97,2012
"1328",4,"9/11/2012",2,129,2012
"1329",0,"9/11/2012",2,154,2012
"1330",0,"9/11/2012",2,435,2012
"1331",0,"9/11/2012",1,485,2012
"1332",1,"9/11/2012",2,489,2012
"1333",1,"9/11/2012",2,614,2012
"1334",1,"10/11/2012",2,376,2012
"1335",1,"10/11/2012",2,451,2012
"1336",0,"10/11/2012",2,498,2012
"1337",1,"10/11/2012",2,508,2012
"1338",1,"11/11/2012",3,5,2012
"1339",2,"11/11/2012",1,40,2012
"1340",3,"11/11/2012",1,440,2012
"1341",0,"11/11/2012",1,586,2012
"1342",1,"11/11/2012",3,593,2012
"1343",2,"12/11/2012",3,424,2012
"1344",2,"12/11/2012",2,517,2012
"1345",1,"12/11/2012",2,689,2012
"1346",2,"13/11/2012",4,222,2012
"1347",1,"13/11/2012",2,332,2012
"1348",1,"13/11/2012",2,332,2012
"1349",2,"13/11/2012",3,435,2012
"1350",1,"13/11/2012",2,487,2012
"1351",2,"13/11/2012",4,569,2012
"1352",3,"13/11/2012",2,675,2012
"1353",3,"14/11/2012",1,379,2012
"1354",2,"15/11/2012",1,500,2012
"1355",1,"15/11/2012",2,624,2012
"1356",1,"16/11/2012",2,220,2012
"1357",1,"16/11/2012",2,405,2012
"1358",1,"16/11/2012",2,546,2012
"1359",3,"17/11/2012",2,395,2012
"1360",1,"17/11/2012",1,550,2012
"1361",2,"17/11/2012",2,594,2012
"1362",0,"18/11/2012",2,17,2012
"1363",1,"18/11/2012",2,248,2012
"1364",1,"18/11/2012",2,650,2012
"1365",4,"18/11/2012",1,678,2012
"1366",2,"19/11/2012",3,154,2012
"1367",0,"19/11/2012",1,384,2012
"1368",2,"19/11/2012",3,532,2012
"1369",0,"19/11/2012",2,678,2012
"1370",1,"19/11/2012",2,682,2012
"1371",3,"20/11/2012",2,571,2012
"1372",2,"20/11/2012",3,594,2012
"1373",1,"21/11/2012",2,452,2012
"1374",3,"22/11/2012",2,379,2012
"1375",2,"22/11/2012",2,440,2012
"1376",2,"22/11/2012",1,653,2012
